AgentId
397017401
186727001
269745801
450092401
251813801
449353201
218067801
413115201
382457701
259563501
367554501
265954601
339586801
440817701
203732601
329391401
255271701
219697001
407964501
66457601
233032001
326809201
328091701
173755701
323112701
343894101
184597601
356985201
425807101
282115001
446234101
213519001
241622801
115331201
430954001
319768001
358046701
374276801
253554101
302607901
306828401
314608301
324576901
361870601
343846001
446194601
263178901
466001
313298501
283596601
353850801
freight_1350_89980-berlin
271197201
451477601
351601901
335654001
379227201
363526701
403693201
438991101
419707801
192833401
452157101
341576101
390275701
433327401
438719701
437192801
409993101
282384701
29755101
183260801
253537801
293361101
229045501
343101101
380402901
268848001
124842301
37068201
277351101
freight_151_57921-berlin
189736701
157102601
375827201
261897301
325291401
242341701
381048401
351973401
319172101
321824401
215567801
315389901
292499901
408838201
364223801
229904801
292875401
271278301
438296601
254883401
169294501
freight_1874_berlin-105681
180075901
256959601
204877601
275569401
335909501
436948201
333474101
438178301
225722401
108397901
176962201
446119101
212985401
410689701
272203801
400529501
186633001
253443601
407904601
315666701
423097801
308410201
387491001
431861401
173972101
255642201
270314201
361676301
276020701
440533501
419844801
341775501
423365601
416325001
284226001
366094401
316079401
412191501
218690101
57102101
338120001
218065001
252523101
385790701
212955401
448634501
121096201
450650501
385889301
369869301
185790001
216160101
204067301
326206201
102799301
415235101
138360201
178062201
369452401
200786901
227751001
421375801
266891201
207034101
177830201
218302301
269251301
411774901
424841801
281298801
198590201
183845401
316185701
411342601
449321201
288097801
209650501
338238401
444909701
84962601
252359101
318361701
413460901
423068201
260778301
357245001
284320101
406655201
383754501
446574001
273444901
316758701
398058001
396317001
416711101
190561101
197700101
332221701
389393901
211755101
269941301
424902901
361166501
414438901
309281801
416724201
412631201
367316401
457228801
367946801
392168201
75552001
242948501
324883501
384416201
426022101
417048501
180730601
34039301
248697201
369326501
294345901
357850101
423287001
267554101
390998601
208186701
311364601
19011901
248761701
246593101
278084001
195886501
286264801
415248601
378088301
483615001
309954201
179073401
193306301
57076001
376474301
151820801
370267301
418217801
391097201
414011201
108104501
361678201
243838201
346838901
332535801
210287701
