"main_mode","avg_dist"
"bicycle",3.25073566878981
"bicycle-pt-walk",13.2563636363636
"car-pt-walk",11.589
"car-walk",7.02908988764045
"pt-walk",6.93382555282555
"ride-walk",6.64757352941176
"walk",0.605660777385159
